Data;Participante;VI;NumTentativas;CliquesOP1;CliquesOP2;S+OP1;S+OP2;VIsOP1;VIsOP2;CliquesRef_OP1;CliquesRef_OP2;momentoS+OP1;momentoS+OP2;TempoTotal;NomeOp1;NomeOp2;OperandoEscolhido;ContagemReforco;OPTravado;NomeArqCSV
2012_9_4-H17m21;_leobmarques;6;3;5;5;2;1;0.5, 6, ;6, ;1, 5, ;5, ;1, 8.5, ;8, ;8.5;geic;jogo;geic;AcumuladaDiscriminada; - ;_leobmarques_2012_9_4-H17m21.csv
