Data;Participante;VI;NumTentativas;CliquesOP1;CliquesOP2;S+OP1;S+OP2;VIsOP1;VIsOP2;CliquesS+_OP1;CliquesS+_OP2;momentoS+OP1;momentoS+OP2;TempoTotal;NomeOp1;NomeOp2;OperandoEscolhido 
2012_02_02-H02m46; _leobmarques; 10; 3; 42; 92; 2; 3; 20, 10, ; 20, 10, 0.5, ; 27, 42, ; 62, 89, 92, ; 19.5, 29, ; 19.5, 29, 29, ; 29; GEIC; JOGO; JOGO
