Data;Participante;VI;NumTentativas;CliquesOP1;CliquesOP2;S+OP1;S+OP2;VIsOP1;VIsOP2;CliquesS+_OP1;CliquesS+_OP2;momentoS+OP1;momentoS+OP2;TempoTotal;NomeOp1;NomeOp2;OperandoEscolhido;NomeArqCSV;ContagemReforco
2012_08_31-H01m28;_leobmarques;6;5;16;2;3;2;12, 0.5, 6, ;0.5, 12, ;2, 15, 16, ;1, 2, ;23, 42.5, 51, ;4, 41.5, ;51;geic;jogo;geic;_leobmarques_2012_08_31-H01m28.csv;AcumuladaSimples
