Data;Participante;VI;NumTentativas;CliquesOP1;CliquesOP2;S+OP1;S+OP2;VIsOP1;VIsOP2;CliquesS+_OP1;CliquesS+_OP2;TempoTotal;NomeOp1;NomeOp2;OperandoEscolhido 
2012_02_01-H19m29; _leobmarques; 8; 4; 27; 27; 3; 4; 0.5, 16, 12, ; 0.5, 16, 12, 4, ; 1, 2, 23, ; 1, 2, 23, 27, ; 423; GEIC; JOGO; JOGO
