Data;Participante;VI;NumTentativas;CliquesOP1;CliquesOP2;S+OP1;S+OP2;VIsOP1;VIsOP2;CliquesRef_OP1;CliquesRef_OP2;momentoS+OP1;momentoS+OP2;CODs;TempoTotal;NomeOp1;NomeOp2;OperandoEscolhido;ContagemReforco;OPTravado;NomeArqCSV
2012_9_24-H12m33;.leobmarques;12;9;53;36;3;1;11.5, 0.5, 14, ;12, ;10, 13, 45, ;9, ;13.5, 14, 28, ;18, ;0;30;geic;jogo;geic;Independente - Criterio de Tempo 30seg;jogo;.leobmarques_2012_9_24-H12m33.csv
