Data;Participante;VI;NumTentativas;CliquesOP1;CliquesOP2;S+OP1;S+OP2;VIsOP1;VIsOP2;CliquesS+_OP1;CliquesS+_OP2;momentoS+OP1;momentoS+OP2;TempoTotal;NomeOp1;NomeOp2;OperandoEscolhido;NomeArqCSV;ContagemReforco
2012_08_31-H01m12;_leobmarques;8;9;80;33;4;5;16, 12, 8.5, 8, ;4, 16, 12, 8, 8.5, ;25, 55, 68, 79, ;2, 14, 24, 29, 33, ;16, 28, 39, 47.5, ;4, 20, 32.5, 40.5, 51, ;51;geic;jogo;jogo;_leobmarques_2012_08_31-H01m12.csv;AcumuladaDiscriminada
