Data;Participante;VI;NumTentativas;CliquesOP1;CliquesOP2;S+OP1;S+OP2;VIsOP1;VIsOP2;CliquesS+_OP1;CliquesS+_OP2;momentoS+OP1;momentoS+OP2;TempoTotal;NomeOp1;NomeOp2;OperandoEscolhido;NomeArqCSV;ContagemReforco
2012_08_25-H17m20;_leobmarques;25;7;70;84;4;3;0.5, 20.5, 12.5, 37.5, ;12.5, 25, 50, ;1, 32, 58, 68, ;2, 36, 84, ;10.5, 31, 43.5, 81, ;13, 40, 92, ;92;geic;jogo;geic;_leobmarques_2012_08_25-H17m20.csv;Acumulado
