Data;Participante;VI;NumTentativas;CliquesOP1;CliquesOP2;S+OP1;S+OP2;VIsOP1;VIsOP2;CliquesS+_OP1;CliquesS+_OP2;momentoS+OP1;momentoS+OP2;TempoTotal;NomeOp1;NomeOp2;OperandoEscolhido;NomeArqCSV
2012_02_13-H18m25;_leobmarques;5;3;59;19;3;2;0.5, 5, 10, ;0.5, 5, ;1, 15, 59, ;1, 12, ;2, 7, 17, ;2.5, 7.5, ;17;GEIC;JOGO;GEIC;resultados/_leobmarques/_leobmarques_2012_02_13-H18m25.csv
