Data;Participante;VI;NumTentativas;CliquesOP1;CliquesOP2;S+OP1;S+OP2;VIsOP1;VIsOP2;CliquesS+_OP1;CliquesS+_OP2;TempoTotal;NomeOp1;NomeOp2;OperandoEscolhido 
2012_02_01-H20m48; _leobmarques; 15; 3; 3; 3; 3; 3; 0.5, 0.5, 0.5, ; 0.5, 0.5, 0.5, ; 1, 2, 3, ; 1, 2, 3, ; 14; GEIC; JOGO; undefined
