Data;Participante;VI;NumTentativas;CliquesOP1;CliquesOP2;S+OP1;S+OP2;VIsOP1;VIsOP2;CliquesS+_OP1;CliquesS+_OP2;TempoTotal;NomeOp1;NomeOp2;OperandoEscolhido 
2012_02_01-H19m57; _leobmarques; 14; 9; 88; 140; 8; 9; 7, 7, 7, 7, 7, 7, 7, 7, ; 7, 7, 7, 7, 7, 7, 7, 7, 7, ; 11, 23, 27, 39, 47, 57, 71, 82, ; 11, 28, 35, 48, 70, 84, 101, 120, 138, ; 64.5; GEIC; JOGO; JOGO
