Data;Participante;VI;NumTentativas;CliquesOP1;CliquesOP2;S+OP1;S+OP2;VIsOP1;VIsOP2;TempoTotal 
2011_11_10-H15m38; _leobmarques; 6; 5; 55; 19; 5; 3; 6, 6, 6, 6, 6, ; 6, 6, 6, ; 0
