Data;Participante;VI;NumTentativas;CliquesOP1;CliquesOP2;S+OP1;S+OP2;VIsOP1;VIsOP2;CliquesRef_OP1;CliquesRef_OP2;momentoS+OP1;momentoS+OP2;TempoTotal;NomeOp1;NomeOp2;OperandoEscolhido;ContagemReforco;OPTravado;NomeArqCSV
2012_9_24-H8m5;_leobmarques;12;9;98;7;2;3;12.5, 14, ;12.5, 6, 0.5, ;36, 95, ;4, 6, 7, ;14.5, 28.5, ;14.5, 23.5, 29, ;30;geic;jogo;geic;Independente;geic;_leobmarques_2012_9_24-H8m5.csv
