Data;Participante;VI;NumTentativas;CliquesOP1;CliquesOP2;S+OP1;S+OP2;VIsOP1;VIsOP2;CliquesS+_OP1;CliquesS+_OP2;momentoS+OP1;momentoS+OP2;TempoTotal;NomeOp1;NomeOp2;OperandoEscolhido;ContagemReforco;OPTravado;NomeArqCSV
2012_7_31-H17m39;_leobmarques;6;3;12;8;1;2;12, ;6, 0.5, ;;;12, ;9, 10, ;12;geic;jogo;jogo;AcumuladaDiscriminada; - ;_leobmarques_2012_7_31-H17m39.csv
