Data;Participante;VI;NumTentativas;CliquesOP1;CliquesOP2;S+OP1;S+OP2;VIsOP1;VIsOP2;CliquesS+_OP1;CliquesS+_OP2;momentoS+OP1;momentoS+OP2;TempoTotal;NomeOp1;NomeOp2;OperandoEscolhido;ContagemReforco;OPTravado;NomeArqCSV
2012_7_31-H17m40;_leobmarques;6;3;5;15;2;1;0.5, 6, ;0.5, ;;;3.5, 9.5, ;4, ;9.5;geic;jogo;geic;AcumuladaDiscriminada; - ;_leobmarques_2012_7_31-H17m40.csv
