Data;Participante;VI;NumTentativas;CliquesOP1;CliquesOP2;S+OP1;S+OP2;VIsOP1;VIsOP2;CliquesS+_OP1;CliquesS+_OP2;momentoS+OP1;momentoS+OP2;TempoTotal;NomeOp1;NomeOp2;OperandoEscolhido;ContagemReforco;OPTravado;NomeArqCSV
2012_08_31-H10m54;_leobmarques;6;9;8;215;5;4;6.5, 5.5, 5, 0.5, 6, ;3, 5.5, 0.5, 12, ;1, 3, 6, 7, 8, ;1, 18, 20, 74, ;6.5, 12, 43.5, 54, 60.5, ;6, 13, 13.5, 25.5, ;60.5;geic;jogo;geic;AcumuladaDiscriminada;;_leobmarques_2012_08_31-H10m54.csv
