Data;Participante;VI;NumTentativas;CliquesOP1;CliquesOP2;S+OP1;S+OP2;VIsOP1;VIsOP2;CliquesS+_OP1;CliquesS+_OP2;momentoS+OP1;momentoS+OP2;TempoTotal;NomeOp1;NomeOp2;OperandoEscolhido 
2012_02_02-H03m47; _leobmarques; 10; 3; 52; 15; 3; 2; 0.5, 20, 10, ; 0.5, 20, ; 1, 10, 52, ; 1, 15, ; 2.5, 26, 35, ; 3, 24.5, ; 35; GEIC; JOGO; GEIC
