Data;Participante;VI;NumTentativas;CliquesOP1;CliquesOP2;S+OP1;S+OP2;VIsOP1;VIsOP2;CliquesRef_OP1;CliquesRef_OP2;momentoS+OP1;momentoS+OP2;TempoTotal;NomeOp1;NomeOp2;OperandoEscolhido;ContagemReforco;OPTravado;NomeArqCSV
2012_9_24-H8m20;.leobmarques;12;9;15;1;1;1;12.5, ;12.5, ;10, ;1, ;14, ;14, ;30;geic;jogo;geic;Independente;jogo;.leobmarques_2012_9_24-H8m20.csv
