Data;Participante;VI;NumTentativas;CliquesOP1;CliquesOP2;S+OP1;S+OP2;VIsOP1;VIsOP2;TempoTotal;NomeOp1;NomeOp2;OperandoEscolhido 
2012_01_31-H22m43; _leobmarques; 14; 9; 98; 321; 7; 9; 1, 11.5, 14, 7, 28, 15, 21, ; 1, 14, 16.5, 28, 15, 21, 13, 7, 11.5, ; 135; GEIC; JOGO; JOGO
