Data;Participante;VI;NumTentativas;CliquesOP1;CliquesOP2;S+OP1;S+OP2;VIsOP1;VIsOP2;CliquesS+_OP1;CliquesS+_OP2;TempoTotal;NomeOp1;NomeOp2;OperandoEscolhido 
2012_02_01-H05m51; _leobmarques; 14; 9; 91; 129; 8; 9; 1, 13, 14, 21, 15, 11.5, 16.5, 7, ; 13, 11.5, 0.5, 28, 14, 15, 21, 7, 16.5, ; 1, 20, 50, 67, 73, 76, 87, 90, ; 21, 36, 37, 106, 112, 115, 126, 128, 129, ; 641; GEIC; JOGO; JOGO
