Data;Participante;VI;NumTentativas;CliquesOP1;CliquesOP2;S+OP1;S+OP2;VIsOP1;VIsOP2;CliquesRef_OP1;CliquesRef_OP2;momentoS+OP1;momentoS+OP2;TempoTotal;NomeOp1;NomeOp2;OperandoEscolhido;ContagemReforco;OPTravado;NomeArqCSV
2012_9_24-H8m40;.leobmarques;12;9;24;19;1;2;12.5, ;12, 12.5, ;12, ;11, 19, ;13, ;13.5, 28.5, ;30;geic;jogo;;Independente;jogo;.leobmarques_2012_9_24-H8m40.csv
