Data;Participante;VI;NumTentativas;CliquesOP1;CliquesOP2;S+OP1;S+OP2;VIsOP1;VIsOP2;CliquesS+_OP1;CliquesS+_OP2;TempoTotal;NomeOp1;NomeOp2;OperandoEscolhido 
2012_02_02-H01m55; _leobmarques; 15; 5; 108; 134; 4; 5; 0.5, 7.5, 30, 22.5, ; 0.5, 7.5, 30, 22.5, 15, ; 1, 12, 64, 84, ; 1, 11, 74, 110, 134, ; 92; GEIC; JOGO; JOGO
