Data;Participante;VI;NumTentativas;CliquesOP1;CliquesOP2;S+OP1;S+OP2;VIsOP1;VIsOP2;CliquesS+_OP1;CliquesS+_OP2;momentoS+OP1;momentoS+OP2;TempoTotal;NomeOp1;NomeOp2;OperandoEscolhido;NomeArqCSV;ContagemReforco
2012_08_20-H10m13;_leobmarques;12;7;89;67;2;5;0.5, 24, ;0.5, 14, 12, 6, 18, ;1, 36, ;1, 12, 28, 40, 67, ;1, 25.5, ;1.5, 16, 28, 35, 53, ;53;geic;jogo;jogo;_leobmarques_2012_08_20-H10m13.csv;Acumulado
