Data;Participante;VI;NumTentativas;CliquesOP1;CliquesOP2;S+OP1;S+OP2;VIsOP1;VIsOP2;CliquesS+_OP1;CliquesS+_OP2;TempoTotal;NomeOp1;NomeOp2;OperandoEscolhido 
2012_02_01-H18m50; _leobmarques; 14; 4; 14; 13; 4; 3; 28, 0.5, 21, 7, ; 28, 0.5, 21, ; 2, 3, 6, 14, ; 1, 2, 5, ; 59.5; GEIC; JOGO; GEIC
