Data;Participante;VI;NumTentativas;CliquesOP1;CliquesOP2;S+OP1;S+OP2;VIsOP1;VIsOP2;CliquesS+_OP1;CliquesS+_OP2;TempoTotal;NomeOp1;NomeOp2;OperandoEscolhido 
2012_02_01-H03m55; _leobmarques; 5; 3; 5; 4; 2; 3; 1, 5, ; 1, 5, 10, ; 1, 2, ; 1, 2, 4, ; 34.5; GEIC; JOGO; JOGO
