Data;Participante;VI;NumTentativas;CliquesOP1;CliquesOP2;S+OP1;S+OP2;VIsOP1;VIsOP2;CliquesS+_OP1;CliquesS+_OP2;TempoTotal;NomeOp1;NomeOp2;OperandoEscolhido 
2012_02_01-H02m10; _leobmarques; 14; 9; 15; 121; 7; 9; 1, 11.5, 16.5, 21, 13, 15, 7, ; 7, 13, 28, 1, 15, 11.5, 14, 21, 16.5, ; 1, 4, 5, 9, 10, 11, 13, ; 1, 8, 9, 10, 12, 13, 14, 77, 121, ; 601.5; GEIC; JOGO; JOGO
