Data;Participante;VI;NumTentativas;CliquesOP1;CliquesOP2;S+OP1;S+OP2;VIsOP1;VIsOP2;CliquesS+_OP1;CliquesS+_OP2;momentoS+OP1;momentoS+OP2;TempoTotal;NomeOp1;NomeOp2;OperandoEscolhido;NomeArqCSV
2012_02_27-H09m46;_leobmarques;15;5;69;79;5;4;15, 0.5, 7.5, 30, 22.5, ;15, 7.5, 30, 0.5, ;2, 4, 18, 36, 69, ;2, 19, 37, 38, ;15, 16, 23.5, 55, 77.5, ;15.5, 23, 56, 57, ;77.5;GEIC;JOGO;GEIC;_leobmarques_2012_02_27-H09m46.csv
