Data;Participante;VI;NumTentativas;CliquesOP1;CliquesOP2;S+OP1;S+OP2;VIsOP1;VIsOP2;CliquesS+_OP1;CliquesS+_OP2;momentoS+OP1;momentoS+OP2;TempoTotal;NomeOp1;NomeOp2;OperandoEscolhido;ContagemReforco;OPTravado;NomeArqCSV
2012_7_31-H17m32;_leobmarques;6;5;107;4;2;3;0.5, 6, ;9, 0.5, 6, ;;;4, 10, ;17, 26.5, 34, ;34;geic;jogo;jogo;AcumuladaSimples;geic;_leobmarques_2012_7_31-H17m32.csv
