Data;Participante;VI;NumTentativas;CliquesOP1;CliquesOP2;S+OP1;S+OP2;VIsOP1;VIsOP2;TempoTotal 
2011_10_19-H11m05; _leobmarques; 6; 5; 0; 83; 0; 5; ; 6, 6, 6, 6, 6, ; 0
