Data;Participante;VI;NumTentativas;CliquesOP1;CliquesOP2;S+OP1;S+OP2;VIsOP1;VIsOP2;TempoTotal 
2011_09_30-H13m29; _leobmarques; 6; 5; 8; 0; 5; 0; 6, 5.5, 4.5, 6.5, 7.5, ; ; 41.5
