Data;Participante;VI;NumTentativas;CliquesOP1;CliquesOP2;S+OP1;S+OP2;VIsOP1;VIsOP2;TempoTotal 
2011_09_27-H18m52; _leobmarques; 2; 2; 1; 6; 0; 2; ; 2, 2.5, ; 4.5
