Data;Participante;VI;NumTentativas;CliquesOP1;CliquesOP2;S+OP1;S+OP2;VIsOP1;VIsOP2;TempoTotal 
2011_11_16-H10m43; _leobmarques; 6; 5; 56; 23; 5; 4; 6, 5.5, 4.5, 6.5, 7.5, ; 6, 7.5, 6.5, 4.5, ; 33
