Data;Participante;VI;NumTentativas;CliquesOP1;CliquesOP2;S+OP1;S+OP2;VIsOP1;VIsOP2;CliquesS+_OP1;CliquesS+_OP2;momentoS+OP1;momentoS+OP2;TempoTotal;NomeOp1;NomeOp2;OperandoEscolhido;NomeArqCSV;ContagemReforco
2012_08_22-H10m20;_leobmarques;12;7;93;78;3;4;18, 10, 12, ;6, 18, 10, 12, ;31, 51, 80, ;6, 35, 54, 78, ;18.5, 28.5, 41, ;6, 24, 34, 46, ;46;geic;jogo;jogo;_leobmarques_2012_08_22-H10m20.csv;Acumulado
