Data;Participante;VI;NumTentativas;CliquesOP1;CliquesOP2;S+OP1;S+OP2;VIsOP1;VIsOP2;CliquesS+_OP1;CliquesS+_OP2;momentoS+OP1;momentoS+OP2;TempoTotal;NomeOp1;NomeOp2;OperandoEscolhido;ContagemReforco;OPTravado;NomeArqCSV
2012_08_31-H16m51;_leobmarques;6;5;15;99;3;2;9, 3, 12, ;9, 12, ;;;9, 15, 27, ;9, 21, ;27;geic;jogo;geic;AcumuladaDiscriminada; - ;_leobmarques_2012_08_31-H16m51.csv
