Data;Participante;VI;NumTentativas;CliquesOP1;CliquesOP2;S+OP1;S+OP2;VIsOP1;VIsOP2;TempoTotal 
2011_11_10-H15m31; _leobmarques; 6; 5; 52; 22; 5; 4; 6, 6, 6, 6, 6, ; 6, 6, 6, 6, ; 0
