Data;Participante;VI;NumTentativas;CliquesOP1;CliquesOP2;S+OP1;S+OP2;VIsOP1;VIsOP2;CliquesS+_OP1;CliquesS+_OP2;momentoS+OP1;momentoS+OP2;TempoTotal;NomeOp1;NomeOp2;OperandoEscolhido;ContagemReforco;OPTravado;NomeArqCSV
2012_08_31-H16m03;_leobmarques;6;3;3;7;2;1;0.5, 6, ;12, ;1, 3, ;7, ;2, 11, ;12, ;12;geic;jogo;geic;AcumuladaDiscriminada; - ;_leobmarques_2012_08_31-H16m03.csv
