Data;Participante;VI;NumTentativas;CliquesOP1;CliquesOP2;S+OP1;S+OP2;VIsOP1;VIsOP2;CliquesS+_OP1;CliquesS+_OP2;momentoS+OP1;momentoS+OP2;TempoTotal;NomeOp1;NomeOp2;OperandoEscolhido 
2012_02_02-H03m36; _leobmarques; 5; 3; 16; 42; 2; 3; 10, 5, ; 10, 5, 0.5, ; 14, 16, ; 20, 41, 42, ; 9.5, 14, ; 9.5, 14, 14, ; 14; GEIC; JOGO; JOGO
