Data;Participante;VI;NumTentativas;CliquesOP1;CliquesOP2;S+OP1;S+OP2;VIsOP1;VIsOP2;CliquesS+_OP1;CliquesS+_OP2;momentoS+OP1;momentoS+OP2;TempoTotal;NomeOp1;NomeOp2;OperandoEscolhido;NomeArqCSV;ContagemReforco
2012_08_20-H09m53;_leobmarques;6;5;108;8;4;5;6, 12, 0.5, 9, ;0.5, 6, 3, 9, 12, ;4, 14, 15, 35, ;1, 3, 4, 7, 8, ;7, 20.5, 21, 30, ;2.5, 8.5, 11.5, 24, 46.5, ;46.5;geic;jogo;jogo;_leobmarques_2012_08_20-H09m53.csv;Individual
