Data;Participante;VI;NumTentativas;CliquesOP1;CliquesOP2;S+OP1;S+OP2;VIsOP1;VIsOP2;TempoTotal 
2011_09_27-H18m47; _leobmarques; 3; 3; 30; 0; 3; 0; 3, 2.5, 3.5, ; ; 9.5
