Data;Participante;VI;NumTentativas;CliquesOP1;CliquesOP2;S+OP1;S+OP2;VIsOP1;VIsOP2;CliquesS+_OP1;CliquesS+_OP2;momentoS+OP1;momentoS+OP2;TempoTotal;NomeOp1;NomeOp2;OperandoEscolhido;NomeArqCSV;ContagemReforco
2012_08_31-H01m11;_leobmarques;5;7;15;46;4;3;2.5, 0.5, 10, 6, ;4, 0.5, 6, ;2, 3, 14, 15, ;4, 5, 41, ;2.5, 3.5, 40.5, 47, ;5, 7.5, 42, ;47;geic;jogo;geic;_leobmarques_2012_08_31-H01m11.csv;AcumuladaDiscriminada
