Data;Participante;VI;NumTentativas;CliquesOP1;CliquesOP2;S+OP1;S+OP2;VIsOP1;VIsOP2;CliquesS+_OP1;CliquesS+_OP2;momentoS+OP1;momentoS+OP2;TempoTotal;NomeOp1;NomeOp2;OperandoEscolhido 
2012_02_02-H03m54; _leobmarques; 5; 3; 7; 32; 3; 2; 5, 10, 0.5, ; 5, 10, ; 2, 6, 7, ; 2, 28, ; 12, 22, 23.5, ; 12.5, 22.5, ; 23.5; GEIC; JOGO; GEIC
