Data;Participante;VI;NumTentativas;CliquesOP1;CliquesOP2;S+OP1;S+OP2;VIsOP1;VIsOP2;CliquesS+_OP1;CliquesS+_OP2;TempoTotal;NomeOp1;NomeOp2;OperandoEscolhido 
2012_02_01-H21m04; _leobmarques; 10; 5; 61; 66; 4; 5; 10, 5, 20, 0.5, ; 10, 10, 10, 10, 10, ; 1, 2, 34, 37, ; 1, 5, 30, 41, 65, ; 60; GEIC; JOGO; JOGO
