Data;Participante;VI;NumTentativas;CliquesOP1;CliquesOP2;S+OP1;S+OP2;VIsOP1;VIsOP2;TempoTotal;NomeOp1;NomeOp2 
2011_11_18-H00m26; _leobmarques; undefined; undefined; undefined; undefined; undefined; undefined; ; ; ; ; 
