Data;Participante;VI;NumTentativas;CliquesOP1;CliquesOP2;S+OP1;S+OP2;VIsOP1;VIsOP2;CliquesS+_OP1;CliquesS+_OP2;momentoS+OP1;momentoS+OP2;TempoTotal;NomeOp1;NomeOp2;OperandoEscolhido;NomeArqCSV;ContagemReforco
2012_08_09-H12m52;_leobmarques;6;3;6;38;2;1;0.5, 12, ;12, ;1, 6, ;34, ;1.5, 13.5, ;12, ;13.5;geic;jogo;geic;_leobmarques_2012_08_09-H12m52.csv;Acumulado
