Data;Participante;VI;NumTentativas;CliquesOP1;CliquesOP2;S+OP1;S+OP2;VIsOP1;VIsOP2;CliquesS+_OP1;CliquesS+_OP2;momentoS+OP1;momentoS+OP2;TempoTotal;NomeOp1;NomeOp2;OperandoEscolhido;ContagemReforco;OPTravado;NomeArqCSV
2012_08_31-H16m30;_leobmarques;6;5;17;97;1;4;9, ;0.5, 3, 12, 6, ;;;20, ;2, 5, 17, 28.5, ;28.5;geic;jogo;jogo;AcumuladaDiscriminada;geic;_leobmarques_2012_08_31-H16m30.csv
